date,city_id,city_label,crime_type,global_trend_centered,city_trend_centered
2017-08-01,AR0160100,"Jonesboro, AR",assault,-0.12028449420633791,-0.30806482209480635
2017-09-01,AR0160100,"Jonesboro, AR",assault,-0.12534523028120859,-0.303869969105218
2017-10-01,AR0160100,"Jonesboro, AR",assault,-0.129979109034851,-0.29929648166095113
2017-11-01,AR0160100,"Jonesboro, AR",assault,-0.13446063221195814,-0.29397234558350327
2017-12-01,AR0160100,"Jonesboro, AR",assault,-0.13846771831367022,-0.2881768094863979
2018-01-01,AR0160100,"Jonesboro, AR",assault,-0.14223308290788417,-0.2814563892809385
2018-02-01,AR0160100,"Jonesboro, AR",assault,-0.14558201632036116,-0.2739240591670349
2018-03-01,AR0160100,"Jonesboro, AR",assault,-0.14821950889252555,-0.2663654524858785
2018-04-01,AR0160100,"Jonesboro, AR",assault,-0.1506781665395387,-0.25709736446783893
2018-05-01,AR0160100,"Jonesboro, AR",assault,-0.152563610178591,-0.24716529245998586
2018-06-01,AR0160100,"Jonesboro, AR",assault,-0.15396711254673257,-0.23583998331290168
2018-07-01,AR0160100,"Jonesboro, AR",assault,-0.154765174132784,-0.22378785809622315
2018-08-01,AR0160100,"Jonesboro, AR",assault,-0.15497657553692612,-0.21013832677994415
2018-09-01,AR0160100,"Jonesboro, AR",assault,-0.1545296734017203,-0.19520531048510925
2018-10-01,AR0160100,"Jonesboro, AR",assault,-0.15343708174260406,-0.17946700572543683
2018-11-01,AR0160100,"Jonesboro, AR",assault,-0.1515915376100878,-0.16180707716806175
2018-12-01,AR0160100,"Jonesboro, AR",assault,-0.14909135425633835,-0.14334079067055328
2019-01-01,AR0160100,"Jonesboro, AR",assault,-0.14580056097014094,-0.12298439954772178
2019-02-01,AR0160100,"Jonesboro, AR",assault,-0.14183579246157763,-0.10152734409779818
2019-03-01,AR0160100,"Jonesboro, AR",assault,-0.1377131601639956,-0.08136452144979955
2019-04-01,AR0160100,"Jonesboro, AR",assault,-0.13259103199649047,-0.05835666350172097
2019-05-01,AR0160100,"Jonesboro, AR",assault,-0.12711739093223073,-0.035585307212679496
2019-06-01,AR0160100,"Jonesboro, AR",assault,-0.12097149339999724,-0.011724012228828684
2019-07-01,AR0160100,"Jonesboro, AR",assault,-0.11459212546927766,0.011504331212943697
2019-08-01,AR0160100,"Jonesboro, AR",assault,-0.10759816177775683,0.035456629276664486
2019-09-01,AR0160100,"Jonesboro, AR",assault,-0.10024054843930053,0.05916298700254785
2019-10-01,AR0160100,"Jonesboro, AR",assault,-0.09281677569532043,0.08168498774668365
2019-11-01,AR0160100,"Jonesboro, AR",assault,-0.08487609119594808,0.10433244815992815
2019-12-01,AR0160100,"Jonesboro, AR",assault,-0.07697307371823214,0.1254607899131699
2020-01-01,AR0160100,"Jonesboro, AR",assault,-0.06862502126338832,0.14628691905786972
2020-02-01,AR0160100,"Jonesboro, AR",assault,-0.06013728054387357,0.1658952658188202
2020-03-01,AR0160100,"Jonesboro, AR",assault,-0.05211087261654157,0.1829616614390961
2020-04-01,AR0160100,"Jonesboro, AR",assault,-0.043481676342297604,0.19965363226326005
2020-05-01,AR0160100,"Jonesboro, AR",assault,-0.03512420448086573,0.21409932178621283
2020-06-01,AR0160100,"Jonesboro, AR",assault,-0.02652545807454665,0.22707012591073195
2020-07-01,AR0160100,"Jonesboro, AR",assault,-0.018282471507289344,0.23754576671342775
2020-08-01,AR0160100,"Jonesboro, AR",assault,-0.009889878174337952,0.246032970182398
2020-09-01,AR0160100,"Jonesboro, AR",assault,-0.0016693859520291454,0.2519494346938913
2020-10-01,AR0160100,"Jonesboro, AR",assault,0.006079324792782614,0.25504189181019044
2020-11-01,AR0160100,"Jonesboro, AR",assault,0.01383561440161607,0.2553979319863231
2020-12-01,AR0160100,"Jonesboro, AR",assault,0.021089330493690994,0.2531533972690827
2021-01-01,AR0160100,"Jonesboro, AR",assault,0.02832044805045264,0.2483937516972219
2021-02-01,AR0160100,"Jonesboro, AR",assault,0.035279177080813184,0.24139276207066196
2021-03-01,AR0160100,"Jonesboro, AR",assault,0.04132727513329648,0.23334372550284677
2021-04-01,AR0160100,"Jonesboro, AR",assault,0.04775735118331781,0.2227442966501787
2021-05-01,AR0160100,"Jonesboro, AR",assault,0.053710451495627254,0.21101796327270073
2021-06-01,AR0160100,"Jonesboro, AR",assault,0.05957984333302413,0.19761806949848726
2021-07-01,AR0160100,"Jonesboro, AR",assault,0.06498340442079176,0.18363416743090433
2021-08-01,AR0160100,"Jonesboro, AR",assault,0.0702777660734224,0.1683690966186795
2021-09-01,AR0160100,"Jonesboro, AR",assault,0.07527440146008324,0.15251457962076032
2021-10-01,AR0160100,"Jonesboro, AR",assault,0.07982289023351541,0.13683778320092443
2021-11-01,AR0160100,"Jonesboro, AR",assault,0.08422285888725867,0.12052868728441979
2021-12-01,AR0160100,"Jonesboro, AR",assault,0.08818698664231661,0.10486453443540533
2022-01-01,AR0160100,"Jonesboro, AR",assault,0.09197594259099873,0.08903614748384925
2022-02-01,AR0160100,"Jonesboro, AR",assault,0.09544888607487323,0.07381048592187156
2022-03-01,AR0160100,"Jonesboro, AR",assault,0.09831103696037502,0.06077725176928794
2022-04-01,AR0160100,"Jonesboro, AR",assault,0.10117230125855947,0.047366057342902224
2022-05-01,AR0160100,"Jonesboro, AR",assault,0.10363017697893717,0.03562659343260499
2022-06-01,AR0160100,"Jonesboro, AR",assault,0.10584491641150962,0.02501132879761414
2022-07-01,AR0160100,"Jonesboro, AR",assault,0.10767018130767703,0.01643016204844372
2022-08-01,AR0160100,"Jonesboro, AR",assault,0.10922404990249213,0.009546115088381768
2022-09-01,AR0160100,"Jonesboro, AR",assault,0.11043937609675503,0.00484675863986439
2022-10-01,AR0160100,"Jonesboro, AR",assault,0.11130286553554924,0.0022779958924008525
2022-11-01,AR0160100,"Jonesboro, AR",assault,0.11188487496320221,0.0014952859049852663
2022-12-01,AR0160100,"Jonesboro, AR",assault,0.11216009901486679,0.002383248834961549
2023-01-01,AR0160100,"Jonesboro, AR",assault,0.11215967674239558,0.0048277921198192075
2023-02-01,AR0160100,"Jonesboro, AR",assault,0.11188276528956465,0.008648218567968158
2023-03-01,AR0160100,"Jonesboro, AR",assault,0.11140593463221293,0.013133430029807158
2023-04-01,AR0160100,"Jonesboro, AR",assault,0.11063910924044862,0.019080578460247466
2023-05-01,AR0160100,"Jonesboro, AR",assault,0.10966995833498316,0.02565556694918314
2023-06-01,AR0160100,"Jonesboro, AR",assault,0.10844666263719027,0.0331234379713603
2023-07-01,AR0160100,"Jonesboro, AR",assault,0.107060388080642,0.04083651613512629
2023-08-01,AR0160100,"Jonesboro, AR",assault,0.10543150714330807,0.049135716560215315
2023-09-01,AR0160100,"Jonesboro, AR",assault,0.10361600981705799,0.05759319949367203
2023-10-01,AR0160100,"Jonesboro, AR",assault,0.10169377143802194,0.06576086633912048
